,sector,camera,ccd,column,row,tdb-ut,pixels_per_hour,ra,dec,vmag,hmag,sun_distance,obs_distance,sto_angle,time
391,1751,2,3,1728.010348411062,1223.3693250044216,69.18442740774401,6.508272780688647,127.06131219164092,16.72989447542248,16.555159445274832,,3.2312267969196418,2.2521290243913166,2.1988100441768577,4059.4216014913427
392,1751,2,3,1727.9946089248208,1224.9407213921652,69.18442774521601,6.508069905821283,127.05197746773119,16.731648670725498,16.555639453939385,,3.231547678103668,2.252417263413806,2.1930138840156324,4059.4316014913493
393,1751,2,3,1727.9789488026618,1226.5120014961774,69.18442808499202,6.507862449233562,127.04264290841003,16.73340287924571,16.556119494624784,,3.2318685649096848,2.252705635927636,2.187219104882307,4059.441601491357
394,1751,2,3,1727.9633733994594,1228.0831637489985,69.18442842400002,6.5076500348418485,127.03330853069366,16.735157129541346,16.55659956002375,,3.232189457365448,2.2529941428220117,2.181426073644512,4059.4516014913643
395,1751,2,3,1727.9478880721772,1229.654206289658,69.18442875916801,6.507432286601631,127.02397435333685,16.736911449843866,16.557079642739573,,3.232510355438945,2.253282784932411,2.175635158249052,4059.461601491371
396,1751,2,3,1727.9324981740833,1231.225127548941,69.18442908742401,6.507208828428313,127.01464039335585,16.738665868711507,16.55755973546499,,3.232831259157931,2.2535715631480664,2.169846725563917,4059.4716014913784
397,1751,2,3,1727.9172090605218,1232.7959256641336,69.18442940569601,6.5069792842784135,127.00530666950554,16.740420414375716,16.558039830803285,,3.2331521684903928,2.2538604783044303,2.164061143535485,4059.481601491385
398,1751,2,3,1727.902026083168,1234.3665990643055,69.18442971091201,6.5067432780662395,126.99597319880193,16.742175115394737,16.55851992144719,,3.233473083464088,2.2541495312907585,2.158278779032242,4059.4916014913915
399,1751,2,3,1727.8869545957373,1235.9371458850114,69.18443,6.506500433749474,126.98663999999994,16.74393,16.559,,3.233794004047,2.25443872294248,2.1525,4059.5016014913986
400,1751,2,3,1727.8719997608762,1237.5075640264745,69.184430270912,6.5062503583022115,126.97730709300217,16.745685095063017,16.559480060685747,,3.2341149302519483,2.2547280541302075,2.1467250621679717,4059.5116014914047
401,1751,2,3,1727.8571659877468,1239.077849572687,69.184430525696,6.505992590894024,126.96797450751818,16.74744042103527,16.559960103943077,,3.2344358620917677,2.2550175257038094,2.1409537756311567,4059.521601491411
402,1751,2,3,1727.8424574982791,1240.6479979342039,69.18443076742402,6.505726653779868,126.95864227701351,16.749195996517955,16.560440131697245,,3.2347567995344626,2.2553071384675207,2.135185839881982,4059.531601491417
403,1751,2,3,1727.827878510467,1242.2180048141008,69.184430999168,6.505452069165894,126.94931043321512,16.750951840439292,16.560920145962918,,3.2350777426078174,2.255596893279507,2.12942095333818,4059.5416014914226
404,1751,2,3,1727.81343324384,1243.7878656229386,69.184431224,6.5051683593086285,126.93997900958847,16.752707971400454,16.561400148665353,,3.235398691279837,2.2558867909439755,2.123658815491581,4059.5516014914288
405,1751,2,3,1727.7991259140588,1245.3575760636495,69.184431444992,6.504875046412567,126.93064803786113,16.754464408329703,16.561880141819206,,3.235719645578305,2.2561768323191203,2.1178991247604597,4059.5616014914344
406,1751,2,3,1727.784960738262,1246.927131546761,69.184431665216,6.504571652735978,126.92131755149865,16.756221169828162,16.562360127349745,,3.236040605471225,2.2564670182091207,2.1121415806361603,4059.57160149144
407,1751,2,3,1727.770941929761,1248.4965277751046,69.184431887744,6.504257700481525,126.91198758222882,16.757978274824154,16.562840107271622,,3.236361570986382,2.2567573494721973,2.1063858815373857,4059.5816014914462
