,sector,camera,ccd,column,row,tdb-ut,pixels_per_hour,ra,dec,vmag,hmag,sun_distance,obs_distance,phase_angle,time
338,1751,2,3,1728.8960671849654,1139.9088495583958,69.184412439872,6.5201163078933755,127.55624407879318,16.636579756996188,16.529658910775275,,3.214226785434696,2.2370208364571917,2.5021976703801645,4058.890800745645
339,1751,2,3,1728.8792732351956,1141.4873326509714,69.184412752,6.519780930499813,127.54690054201305,16.638352067001435,16.530113383255493,,3.2145473632134975,2.2373031118177242,2.49632934540359,4058.900800745425
340,1751,2,3,1728.862448146656,1143.0656419850457,69.18441307564798,6.519451976453103,127.53755731667657,16.640123701962995,16.530578350716375,,3.214867946756464,2.2375854825718693,2.490461233865496,4058.9108007456707
341,1751,2,3,1728.8455934433853,1144.6437803138717,69.18441340774399,6.519129375275555,127.52821438956072,16.6418946736218,16.531052386866644,,3.215188536031628,2.237867949243493,2.484593591776525,4058.920800745451
342,1751,2,3,1728.828710646587,1146.221750683512,69.184413745216,6.518813056428795,127.51887174570211,16.64366499404868,16.53153406550239,,3.215509131066737,2.2381505124090677,2.478726674054356,4058.930800745697
343,1751,2,3,1728.8118012809305,1147.799555844926,69.184414084992,6.5185029494339535,127.50952937187768,16.64543467498466,16.532021960330784,,3.2158297318298232,2.2384331725924396,2.47286073670952,4058.9408007454776
344,1751,2,3,1728.7948668682743,1149.3771988417652,69.184414424,6.518198983753821,127.50018725312448,16.64720372850046,16.532514645149202,,3.216150338348636,2.2387159303700988,2.4669960346598563,4058.9508007457234
345,1751,2,3,1728.7779089339356,1150.954682422719,69.18441475916799,6.517901088908379,127.49084537621933,16.648972166337227,16.5330106936638,,3.2164709505912046,2.238998786265875,2.461132823915689,4058.960800745504
346,1751,2,3,1728.7609290003961,1152.5320096291284,69.18441508742401,6.517609194361554,127.48150372619918,16.65074000056553,16.533508679672707,,3.2167915685852795,2.239281740856275,2.455271359395111,4058.97080074575
347,1751,2,3,1728.743928593634,1154.109183207354,69.184415405696,6.517323229632203,127.47216228984117,16.652507242926635,16.534007176881577,,3.21711219229889,2.2395647946651107,2.449411897108145,4058.98080074553
