,sector,camera,ccd,column,row,tdb-ut,pixels_per_hour,ra,dec,vmag,hmag,sun_distance,obs_distance,phase_angle,time
0,1751,2,3,1730.3938915429333,587.2860437309465,69.18431728910012,6.88931641450633,130.77401166919245,15.975646685550927,16.37342355506325,,3.1062144393775135,2.14592424893124,4.571905260337065,4055.5108007441895
1,1751,2,3,1730.4016131777496,588.9962497519061,69.18431759432139,6.88786493031011,130.76423512633997,15.977802129409397,16.37383507224291,,3.1065329519398923,2.1461817128892577,4.565512924866498,4055.5208007444353
2,1751,2,3,1730.4092657548406,590.7059279174085,69.1843179125931,6.886414907564523,130.75446037472062,15.9799563340932,16.374236820463047,,3.1068514709691715,2.1464392501392253,4.559122840841418,4055.5308007442154
3,1751,2,3,1730.4168498014028,592.4150784650479,69.18431824084466,6.884966233073576,130.74468741579247,15.982109302521469,16.374631068723637,,3.1071699964927144,2.1466968606774075,4.552734854324477,4055.540800744461
4,1751,2,3,1730.4243658430098,594.1237013135245,69.18431857600544,6.883518793911239,130.7349162528339,15.984261037212192,16.375020085950357,,3.107488528478556,2.1469545444520937,4.5463488125683895,4055.5508007442418
5,1751,2,3,1730.4318144064468,595.8317966992234,69.18431891500481,6.8820724768817545,130.72514688730377,15.98641154108427,16.37540614114198,,3.10780706695406,2.147212301459562,4.539964561636185,4055.5608007444876
6,1751,2,3,1730.439196016926,597.5393645397638,69.18431925477208,6.8806271690588785,130.71537932248094,15.988560816655893,16.375791503224963,,3.10812561188726,2.147470131648087,4.533581948780229,4055.570800744268
7,1751,2,3,1730.4465112008374,599.2464050703179,69.18431959223668,6.879182757247051,130.70561355982505,15.990708866845692,16.376178441197734,,3.1084441633055224,2.147728035013962,4.527200820063872,4055.5808007445144
8,1751,2,3,1730.4537604830202,600.9529182074409,69.18431992432792,6.877739128519848,130.69584960261543,15.992855694172082,16.376569223986664,,3.108762721176878,2.1479860115054477,4.520821022739187,4055.5908007442945
9,1751,2,3,1730.4609443894724,602.6589041850722,69.18432024797522,6.876296169681868,130.68608745231262,15.995001301553451,16.37696612059069,,3.109081285528694,2.148244061118849,4.514442402869787,4055.6008007445403
10,1751,2,3,1730.4680634446636,604.3643629187479,69.18432056010788,6.8748537678065516,130.6763271121961,15.997145691508406,16.37737139993526,,3.1093998563290017,2.1485021838024156,4.508064807707513,4055.6108007443204
11,1751,2,3,1730.4751181742001,606.0692946411268,69.18432085765531,6.87341180969861,130.6665685837277,15.999288866955089,16.37778733102065,,3.109718433605168,2.1487603795524657,4.50168808331618,4055.620800744566
12,1751,2,3,1730.4821090843107,607.773699303684,69.18432113767477,6.871970186022628,130.65681186995045,16.001430830357613,16.37821610621889,,3.110037017325225,2.14901864831722,4.495312083336909,4055.630800744346
13,1751,2,3,1730.4890362713052,609.4775780249504,69.18432140016556,6.8705288697730555,130.64705696664785,16.003571583321236,16.378658157292698,,3.1103556075165466,2.149276990092667,4.488936807180572,4055.640800744591
14,1751,2,3,1730.4958994192257,611.1809324552879,69.18432164806882,6.869087916811267,130.63730386597828,16.005711125794356,16.379112155235674,,3.1106742041471733,2.149535404826354,4.4825624024030395,4055.6508007443704
15,1751,2,3,1730.5026981958115,612.8837645981912,69.18432188445375,6.8676473863214405,130.62755255804726,16.00784945806931,16.379576694573142,,3.110992807244489,2.1497938925139404,4.476189021762242,4055.6608007446152
